id,nom,supertype,rarity,set_name,set_annee,numero,hp,artist,subtypes,types,prix_market,prix_mid,type_prix
sm5-6,Turtwig,Pokémon,Common,Ultra Prism,2018,6,70,Ken Sugimori,Basic,Grass,0.58,0.62,normal
det1-8,Magikarp,Pokémon,Common,Detective Pikachu,2019,8,30,Framestore,Basic,Water,0.46,0.5,holofoil
hgss1-8,Noctowl,Pokémon,Rare Holo,HeartGold & SoulSilver,2010,8,90,Suwama Chiaki,Stage 1,Colorless,12.62,12.3,holofoil
xy4-5,Sewaddle,Pokémon,Common,Phantom Forces,2014,5,50,kawayoo,Basic,Grass,0.23,0.25,normal
neo3-5,Delibird,Pokémon,Rare Holo,Neo Revelation,2001,5,60,Tomokazu Komiya,Basic,Colorless,,,
base1-5,Clefairy,Pokémon,Rare Holo,Base,1999,5,40,Ken Sugimori,Basic,Colorless,35.06,29.37,holofoil
pl3-6,Magmortar,Pokémon,Rare Holo,Supreme Victors,2009,6,110,Naoyo Kimura,Stage 1,Fire,5.14,5.1,holofoil
pop3-6,Vaporeon,Pokémon,Rare,POP Series 3,2006,6,70,Masakazu Fukuda,Stage 1,Water,24.11,27.73,normal
sm12-5,Tangela,Pokémon,Common,Cosmic Eclipse,2019,5,70,otumami,Basic,Grass,0.17,0.2,normal
hgss4-8,Rapidash,Pokémon,Rare Holo,HS—Triumphant,2010,8,90,Kyoko Umemoto,Stage 1,Fire,17.07,32.5,holofoil
ex4-6,Team Aqua's Walrein,Pokémon,Rare Holo,Team Magma vs Team Aqua,2004,6,120,Ken Ikuji,Stage 2,"Water, Darkness",8.89,11.54,holofoil
ecard3-H1,Alakazam,Pokémon,Rare Holo,Skyridge,2003,H1,100,Kimiya Masago,Stage 2,Psychic,,,
pl2-1,Arcanine,Pokémon,Rare Holo,Rising Rivals,2009,1,100,Masakazu Fukuda,Stage 1,Fire,59.21,59.24,holofoil
xy8-1,Paras,Pokémon,Common,BREAKthrough,2015,1,60,Hajime Kusajima,Basic,Grass,0.13,0.2,normal
xy6-1,Exeggcute,Pokémon,Common,Roaring Skies,2015,1,40,Tomokazu Komiya,Basic,Grass,0.26,0.25,normal
sm6-1,Exeggcute,Pokémon,Common,Forbidden Light,2018,1,40,Yuka Morii,Basic,Grass,0.35,0.37,normal
ex14-4,Charizard δ,Pokémon,Rare Holo,Crystal Guardians,2006,4,120,Kouki Saitou,Stage 2,"Lightning, Metal",539.0,819.99,holofoil
bw6-6,Wurmple,Pokémon,Common,Dragons Exalted,2012,6,60,Kouki Saitou,Basic,Grass,0.26,0.3,normal
pop1-7,Masquerain,Pokémon,Uncommon,POP Series 1,2004,7,70,Kagemaru Himeno,Stage 1,Grass,5.75,7.19,normal
pl1-9,Giratina,Pokémon,Rare Holo,Platinum,2009,9,100,Kouki Saitou,Basic,Psychic,34.97,199.99,holofoil
sm12-6,Tangrowth,Pokémon,Uncommon,Cosmic Eclipse,2019,6,140,nagimiso,Stage 1,Grass,0.13,0.2,normal
gym1-5,Erika's Vileplume,Pokémon,Rare Holo,Gym Heroes,2000,5,80,Ken Sugimori,Stage 2,Grass,,,
basep-6,Arcanine,Pokémon,Promo,Wizards Black Star Promos,1999,6,70,Ken Sugimori,Stage 1,Fire,26.5,25.63,normal
swsh35-7,Victini,Pokémon,Uncommon,Champion's Path,2020,7,70,Taira Akitsu,Basic,Fire,0.21,0.21,normal
xy11-8,Yanmega BREAK,Pokémon,Rare BREAK,Steam Siege,2016,8,140,5ban Graphics,BREAK,Grass,2.49,2.74,holofoil
ex12-9,Machamp,Pokémon,Rare Holo,Legend Maker,2006,9,120,Kouki Saitou,Stage 2,Fighting,22.34,260.6,holofoil
xy8-2,Parasect,Pokémon,Rare,BREAKthrough,2015,2,100,Sumiyoshi Kizuki,Stage 1,Grass,0.27,0.28,normal
dp4-6,Porygon-Z,Pokémon,Rare Holo,Great Encounters,2008,6,110,Kent Kanetsuna,Stage 2,Colorless,7.05,9.49,holofoil
sm75-5,Combusken,Pokémon,Uncommon,Dragon Majesty,2018,5,80,Ken Sugimori,Stage 1,Fire,0.29,0.32,normal
sm8-5,Chikorita,Pokémon,Common,Lost Thunder,2018,5,60,Aya Kusube,Basic,Grass,0.42,0.46,normal
sm6-2,Alolan Exeggutor,Pokémon,Rare,Forbidden Light,2018,2,160,Satoshi Shirai,Stage 1,Grass,0.59,0.59,normal
swsh1-6,Whimsicott,Pokémon,Rare,Sword & Shield,2020,6,100,kodama,Stage 1,Grass,0.25,0.25,normal
ex3-7,Minun,Pokémon,Rare Holo,Dragon,2003,7,50,Atsuko Nishida,Basic,Lightning,78.83,174.99,holofoil
bw11-7,Servine,Pokémon,Uncommon,Legendary Treasures,2013,7,80,Shigenori Negishi,Stage 1,Grass,1.0,0.94,normal
xy5-8,Sceptile,Pokémon,Rare,Primal Clash,2015,8,130,Hajime Kusajima,Stage 2,Grass,2.05,2.03,normal
xy1-6,Ledyba,Pokémon,Common,XY,2014,6,60,Mizue,Basic,Grass,0.21,0.25,normal
base1-6,Gyarados,Pokémon,Rare Holo,Base,1999,6,100,Mitsuhiro Arita,Stage 1,Water,41.96,33.49,holofoil
bw9-5,Exeggutor,Pokémon,Rare,Plasma Freeze,2013,5,100,match,Stage 1,Grass,1.81,29.75,normal
hgss1-9,Quagsire,Pokémon,Rare Holo,HeartGold & SoulSilver,2010,9,100,match,Stage 1,Water,18.28,25.99,holofoil
bw4-6,Pansage,Pokémon,Common,Next Destinies,2012,6,70,Megumi Mizutani,Basic,Grass,0.19,0.25,normal
bw8-5,Vespiquen,Pokémon,Rare,Plasma Storm,2013,5,100,Hajime Kusajima,Stage 1,Grass,0.64,0.69,normal
sm115-8,Charmeleon,Pokémon,Uncommon,Hidden Fates,2019,8,100,Shin Nagasawa,Stage 1,Fire,0.16,0.2,normal
sm9-7,Parasect,Pokémon,Rare,Team Up,2019,7,100,Satoshi Shirai,Stage 1,Grass,0.33,0.37,normal
ex7-7,Dark Marowak,Pokémon,Rare Holo,Team Rocket Returns,2004,7,70,Mitsuhiro Arita,Stage 1,"Fighting, Darkness",127.46,199.99,holofoil
ecard3-H2,Arcanine,Pokémon,Rare Holo,Skyridge,2003,H2,80,Aya Kusube,Stage 1,Fire,,,
sm3-6,Vileplume,Pokémon,Rare Holo,Burning Shadows,2017,6,140,chibi,Stage 2,Grass,0.78,0.66,holofoil
ex13-5,Deoxys δ,Pokémon,Rare Holo,Holon Phantoms,2006,5,70,Kouki Saitou,Basic,Colorless,164.5,144.99,holofoil
bw1-5,Serperior,Pokémon,Rare Holo,Black & White,2011,5,130,Kagemaru Himeno,Stage 2,Grass,2.19,2.19,holofoil
si1-8,Jigglypuff,Pokémon,,Southern Islands,2001,8,50,Keiko Fukuyama,Basic,Colorless,42.58,89.5,normal
pop9-6,Buizel,Pokémon,Uncommon,POP Series 9,2009,6,60,Midori Harada,Basic,Water,7.75,7.31,normal
dv1-9,Latias,Pokémon,Rare Holo,Dragon Vault,2012,9,100,Hideaki Hakozaki,Basic,Dragon,8.89,9.56,holofoil
swsh4-4,Exeggcute,Pokémon,Common,Vivid Voltage,2020,4,60,Hasuno,Basic,Grass,0.08,0.15,normal
xy2-8,Roselia,Pokémon,Common,Flashfire,2014,8,60,kirisAki,Basic,Grass,0.16,0.2,normal
bw10-8,Accelgor,Pokémon,Rare,Plasma Blast,2013,8,80,5ban Graphics,"Stage 1, Team Plasma",Grass,0.47,0.49,normal
sm2-6,Phantump,Pokémon,Common,Guardians Rising,2017,6,60,Sanosuke Sakuma,Basic,Grass,0.22,0.22,normal
ex9-8,Milotic,Pokémon,Rare Holo,Emerald,2005,8,90,Kagemaru Himeno,Stage 1,Water,22.65,20.0,normal
ex10-6,Forretress,Pokémon,Rare Holo,Unseen Forces,2005,6,70,Aya Kusube,Stage 1,Metal,13.64,14.99,holofoil
mcd19-9,Onix,Pokémon,,McDonald's Collection 2019,2019,9,100,Mitsuhiro Arita,Basic,Fighting,7.94,6.4,holofoil
ecard2-H9,Espeon,Pokémon,Rare Holo,Aquapolis,2003,H9,80,Kyoko Umemoto,Stage 1,Psychic,,,
ex4-7,Team Magma's Aggron,Pokémon,Rare Holo,Team Magma vs Team Aqua,2004,7,120,Hiromichi Sugiyama,Stage 2,"Fighting, Darkness",20.04,27.01,holofoil
xy7-7,Sceptile-EX,Pokémon,Rare Holo EX,Ancient Origins,2015,7,170,Eske Yoshinob,"Basic, EX",Grass,6.6,4.81,holofoil
pl2-2,Bastiodon GL,Pokémon,Rare Holo,Rising Rivals,2009,2,90,Hajime Kusajima,"Basic, SP",Metal,7.91,10.69,holofoil
base5-6,Dark Dugtrio,Pokémon,Rare Holo,Team Rocket,2000,6,50,Kagemaru Himeno,Stage 1,Fighting,,,
ex11-8,Latias δ,Pokémon,Rare Holo,Delta Species,2005,8,70,Ryo Ueda,Basic,"Lightning, Metal",110.54,527.5,holofoil
bw7-7,Scyther,Pokémon,Common,Boundaries Crossed,2012,7,70,kawayoo,Basic,Grass,1.28,0.89,normal
dp3-9,Gastrodon West Sea,Pokémon,Rare Holo,Secret Wonders,2007,9,100,Kazuyuki Kano,Stage 1,Fighting,9.79,9.93,holofoil
gym2-7,Giovanni's Nidoking,Pokémon,Rare Holo,Gym Challenge,2000,7,120,Ken Sugimori,Stage 2,Grass,,,
neo3-6,Entei,Pokémon,Rare Holo,Neo Revelation,2001,6,80,Ken Sugimori,Basic,Fire,,,
hgss4-9,Solrock,Pokémon,Rare Holo,HS—Triumphant,2010,9,70,Kouki Saitou,Basic,Fighting,2.51,3.99,holofoil
col1-6,Groudon,Pokémon,Rare Holo,Call of Legends,2011,6,100,Ryo Ueda,Basic,Fighting,17.63,150.0,holofoil
det1-9,Greninja,Pokémon,Rare Ultra,Detective Pikachu,2019,9,140,MPC Film,Stage 2,Water,6.38,5.99,holofoil
xy6-2,Exeggutor,Pokémon,Uncommon,Roaring Skies,2015,2,120,Shin Nagasawa,Stage 1,Grass,0.23,0.24,normal
pop4-6,Combusken,Pokémon,Uncommon,POP Series 4,2006,6,70,Mitsuhiro Arita,Stage 1,Fire,6.46,10.7,normal
ex8-6,Crawdaunt,Pokémon,Rare Holo,Deoxys,2005,6,70,Tomoko Wakai,Stage 1,Darkness,28.21,28.23,holofoil
pop6-7,Gible,Pokémon,Uncommon,POP Series 6,2007,7,50,Kouki Saitou,Basic,Colorless,21.05,49.99,normal
pl4-7,Probopass,Pokémon,Rare Holo,Arceus,2009,7,100,Kouki Saitou,Stage 1,Metal,1.54,1.49,holofoil
xy10-5,Snivy,Pokémon,Common,Fates Collide,2016,5,60,Atsuko Nishida,Basic,Grass,0.28,0.25,normal
dpp-DP07,Cranidos,Pokémon,Promo,DP Black Star Promos,2007,DP07,70,Mitsuhiro Arita,Stage 1,Fighting,9.88,9.95,holofoil
neo4-7,Dark Houndoom,Pokémon,Rare Holo,Neo Destiny,2002,7,60,Kagemaru Himeno,Stage 1,Fire,,,
sm5-7,Turtwig,Pokémon,Common,Ultra Prism,2018,7,80,OOYAMA,Basic,Grass,0.31,0.3,normal
base4-7,Gyarados,Pokémon,Rare Holo,Base Set 2,2000,7,100,Mitsuhiro Arita,Stage 1,Water,33.58,27.99,holofoil
sm1-5,Parasect,Pokémon,Rare,Sun & Moon,2017,5,110,Eri Yamaki,Stage 1,Grass,0.2,0.21,normal
pop5-4,Double Rainbow Energy,Energy,Rare,POP Series 5,2007,4,,Takumi Akabane,Special,,35.0,44.99,normal
ex2-1,Armaldo,Pokémon,Rare Holo,Sandstorm,2003,1,120,Mitsuhiro Arita,Stage 2,Fighting,17.94,28.99,holofoil
sm7-1,Bellsprout,Pokémon,Common,Celestial Storm,2018,1,60,Masako Yamashita,Basic,Grass,0.25,0.25,normal
ex6-1,Beedrill,Pokémon,Rare Holo,FireRed & LeafGreen,2004,1,90,Hajime Kusajima,Stage 2,Grass,8.18,9.59,normal
hgss3-1,Bellossom,Pokémon,Rare Holo,HS—Undaunted,2010,1,110,Mitsuhiro Arita,Stage 2,Grass,5.1,6.99,holofoil
dp2-1,Aggron,Pokémon,Rare Holo,Mysterious Treasures,2007,1,130,Kouki Saitou,Stage 2,Metal,10.9,9.65,holofoil
pop2-1,Entei,Pokémon,Rare,POP Series 2,2005,1,70,Kouki Saitou,Basic,Fire,30.77,44.7,normal
bw2-1,Pansage,Pokémon,Common,Emerging Powers,2011,1,70,Kouki Saitou,Basic,Grass,0.23,0.25,normal
bwp-BW01,Snivy,Pokémon,Promo,BW Black Star Promos,2011,BW01,60,Ken Sugimori,Basic,Grass,2.24,2.58,holofoil
sma-SV1,Scyther,Pokémon,Rare Shiny,Hidden Fates Shiny Vault,2019,SV1,70,Shigenori Negishi,Basic,Grass,9.05,11.76,holofoil
sm7-2,Weepinbell,Pokémon,Uncommon,Celestial Storm,2018,2,80,Miki Tanaka,Stage 1,Grass,0.27,0.29,normal
swsh35-8,Incineroar V,Pokémon,Rare Holo V,Champion's Path,2020,8,220,Kouki Saitou,"Basic, V",Fire,1.3,1.4,holofoil
ex4-8,Team Magma's Claydol,Pokémon,Rare Holo,Team Magma vs Team Aqua,2004,8,80,Zu-Ka,Stage 1,"Psychic, Darkness",19.25,60.0,holofoil
base6-7,Dark Raichu,Pokémon,Rare Holo,Legendary Collection,2002,7,70,Mitsuhiro Arita,Stage 1,Lightning,65.91,76.5,holofoil
mcd19-10,Alolan Meowth,Pokémon,,McDonald's Collection 2019,2019,10,60,Akira Komayama,Basic,Darkness,14.5,13.25,holofoil
hgss1-10,Raichu,Pokémon,Rare Holo,HeartGold & SoulSilver,2010,10,90,match,Stage 1,Lightning,20.77,28.32,holofoil
sma-SV2,Rowlet,Pokémon,Rare Shiny,Hidden Fates Shiny Vault,2019,SV2,60,sui,Basic,Grass,5.87,9.05,holofoil
base3-9,Kabutops,Pokémon,Rare Holo,Fossil,1999,9,60,Ken Sugimori,Stage 2,Fighting,,,
sm75-6,Blaziken,Pokémon,Rare Holo,Dragon Majesty,2018,6,150,Kouki Saitou,Stage 2,Fire,1.93,1.9,holofoil
ex6-2,Butterfree,Pokémon,Rare Holo,FireRed & LeafGreen,2004,2,100,Atsuko Nishida,Stage 2,Grass,42.03,50.95,holofoil
bw1-6,Serperior,Pokémon,Rare Holo,Black & White,2011,6,130,5ban Graphics,Stage 2,Grass,2.92,2.93,holofoil
si1-9,Butterfree,Pokémon,,Southern Islands,2001,9,80,Keiko Fukuyama,Stage 2,Grass,37.55,50.95,normal
pop2-2,Pidgeot,Pokémon,Rare,POP Series 2,2005,2,80,Ken Sugimori,Stage 2,Colorless,10.6,11.49,normal
bw2-2,Simisage,Pokémon,Rare,Emerging Powers,2011,2,90,match,Stage 1,Grass,0.61,0.59,normal
ex7-8,Dark Octillery,Pokémon,Rare Holo,Team Rocket Returns,2004,8,70,Mitsuhiro Arita,Stage 1,"Water, Darkness",19.99,22.09,normal
det1-10,Detective Pikachu,Pokémon,Rare,Detective Pikachu,2019,10,90,MPC Film,Basic,Lightning,8.29,9.55,holofoil
xy4-6,Swadloon,Pokémon,Uncommon,Phantom Forces,2014,6,70,Tomokazu Komiya,Stage 1,Grass,0.56,0.42,normal
base1-7,Hitmonchan,Pokémon,Rare Holo,Base,1999,7,70,Ken Sugimori,Basic,Fighting,27.13,16.99,holofoil
sm3-7,Tangela,Pokémon,Common,Burning Shadows,2017,7,80,Shibuzoh.,Basic,Grass,0.15,0.2,normal
pop6-8,Riolu,Pokémon,Uncommon,POP Series 6,2007,8,60,Kouki Saitou,Basic,Fighting,27.48,29.33,normal
hgss2-6,Octillery,Pokémon,Rare Holo,HS—Unleashed,2010,6,80,Ken Sugimori,Stage 1,Water,3.29,3.08,holofoil
xy8-3,Pinsir,Pokémon,Uncommon,BREAKthrough,2015,3,100,Satoshi Shirai,Basic,Grass,0.17,0.24,normal
base5-7,Dark Golbat,Pokémon,Rare Holo,Team Rocket,2000,7,50,Mitsuhiro Arita,Stage 1,Grass,,,
ex12-10,Mew,Pokémon,Rare Holo,Legend Maker,2006,10,70,Kouki Saitou,Basic,Psychic,184.25,639.73,holofoil
xy2-9,Roserade,Pokémon,Uncommon,Flashfire,2014,9,90,Masakazu Fukuda,Stage 1,Grass,0.29,0.26,normal
bw7-8,Heracross,Pokémon,Uncommon,Boundaries Crossed,2012,8,100,Naoki Saito,Basic,Grass,0.99,0.81,normal
sm8-6,Chikorita,Pokémon,Common,Lost Thunder,2018,6,70,sowsow,Basic,Grass,0.32,0.34,normal
gym1-6,Lt. Surge's Electabuzz,Pokémon,Rare Holo,Gym Heroes,2000,6,70,Ken Sugimori,Basic,Lightning,,,
dp2-2,Alakazam,Pokémon,Rare Holo,Mysterious Treasures,2007,2,100,Kouki Saitou,Stage 2,Psychic,43.71,45.9,holofoil
ex11-9,Latios δ,Pokémon,Rare Holo,Delta Species,2005,9,80,Ryo Ueda,Basic,"Lightning, Metal",106.66,248.9,holofoil
neo4-8,Dark Porygon2,Pokémon,Rare Holo,Neo Destiny,2002,8,60,"Shin-ichi Yoshikawa, CR CG gangs",Stage 1,Colorless,,,
sm115-9,Charizard-GX,Pokémon,Rare Holo GX,Hidden Fates,2019,9,250,aky CG Works,"Stage 2, GX",Fire,11.34,12.99,holofoil
ex2-2,Cacturne,Pokémon,Rare Holo,Sandstorm,2003,2,80,Atsuko Nishida,Stage 1,Grass,18.87,30.0,holofoil
sm9-8,Exeggcute,Pokémon,Common,Team Up,2019,8,50,Ken Sugimori,Basic,Grass,0.14,0.2,normal
sm12-7,Sunkern,Pokémon,Common,Cosmic Eclipse,2019,7,50,0313,Basic,Grass,0.19,0.22,normal
xy1-7,Ledian,Pokémon,Uncommon,XY,2014,7,80,Hitoshi Ariga,Stage 1,Grass,0.27,0.27,normal
ru1-7,Pikachu,Pokémon,,Pokémon Rumble,2009,7,60,Pokemon Rumble,Basic,Lightning,600.0,405.99,holofoil
pop4-7,Grovyle,Pokémon,Uncommon,POP Series 4,2006,7,70,Mitsuhiro Arita,Stage 1,Grass,24.4,199.95,normal
pop3-7,Combusken,Pokémon,Uncommon,POP Series 3,2006,7,70,Mitsuhiro Arita,Stage 1,Fire,12.77,39.99,normal
bw4-7,Simisage,Pokémon,Rare,Next Destinies,2012,7,90,kawayoo,Stage 1,Grass,0.54,0.53,normal
ex9-9,Rayquaza,Pokémon,Rare Holo,Emerald,2005,9,80,Kouki Saitou,Basic,Colorless,103.28,350.0,normal
pl2-3,Darkrai G,Pokémon,Rare Holo,Rising Rivals,2009,3,90,Makoto Imai,"Basic, SP",Darkness,53.68,78.96,holofoil
ex13-6,Deoxys δ,Pokémon,Rare Holo,Holon Phantoms,2006,6,60,Masakazu Fukuda,Basic,Lightning,63.07,89.25,holofoil
swsh4-5,Exeggutor,Pokémon,Rare,Vivid Voltage,2020,5,140,miki kudo,Stage 1,Grass,0.26,0.25,normal
ex10-7,Houndoom,Pokémon,Rare Holo,Unseen Forces,2005,7,70,Midori Harada,Stage 1,Fire,60.34,75.75,holofoil
sm1-6,Pinsir,Pokémon,Uncommon,Sun & Moon,2017,6,110,DemizuPosuka,Basic,Grass,0.12,0.19,normal
base4-8,Hitmonchan,Pokémon,Rare Holo,Base Set 2,2000,8,70,Ken Sugimori,Basic,Fighting,21.07,20.5,holofoil
swsh1-7,Maractus,Pokémon,Common,Sword & Shield,2020,7,110,Atsuko Nishida,Basic,Grass,0.14,0.15,normal
pop1-8,Murkrow,Pokémon,Uncommon,POP Series 1,2004,8,60,Ken Sugimori,Basic,Darkness,20.69,20.69,normal
bw6-7,Silcoon,Pokémon,Uncommon,Dragons Exalted,2012,7,80,Naoki Saito,Stage 1,Grass,0.38,0.4,normal
pop7-8,Kirlia,Pokémon,Uncommon,POP Series 7,2008,8,80,Masakazu Fukuda,Stage 1,Psychic,7.29,7.19,normal
dp3-10,Ho-Oh,Pokémon,Rare Holo,Secret Wonders,2007,10,90,Kazuyuki Kano,Basic,Fire,44.71,110.0,holofoil
pl4-8,Salamence,Pokémon,Rare Holo,Arceus,2009,8,140,Shin Nagasawa,Stage 2,Colorless,7.67,8.99,holofoil
ex8-7,Dusclops,Pokémon,Rare Holo,Deoxys,2005,7,70,Tomoko Wakai,Stage 1,Psychic,18.0,25.0,normal
gym2-8,Giovanni's Persian,Pokémon,Rare Holo,Gym Challenge,2000,8,60,Ken Sugimori,Stage 1,Colorless,,,
dv1-10,Latios,Pokémon,Rare Holo,Dragon Vault,2012,10,100,Ryo Ueda,Basic,Dragon,6.61,6.93,holofoil
pl1-10,Giratina,Pokémon,Rare Holo,Platinum,2009,10,100,Hajime Kusajima,Basic,Psychic,59.63,59.64,holofoil
ex5-1,Banette,Pokémon,Rare Holo,Hidden Legends,2004,1,70,Midori Harada,Stage 1,Psychic,30.58,45.0,holofoil
ecard3-H3,Articuno,Pokémon,Rare Holo,Skyridge,2003,H3,80,Hajime Kusajima,Basic,Water,,,
ecard2-H10,Exeggutor,Pokémon,Rare Holo,Aquapolis,2003,H10,80,Yukiko Baba,Stage 1,Grass,162.49,299.99,holofoil
col1-7,Gyarados,Pokémon,Rare Holo,Call of Legends,2011,7,130,Mitsuhiro Arita,Stage 1,Water,48.54,82.0,holofoil
xy7-8,M Sceptile-EX,Pokémon,Rare Holo EX,Ancient Origins,2015,8,220,5ban Graphics,"MEGA, EX",Grass,19.71,20.0,holofoil
xy11-9,Seedot,Pokémon,Common,Steam Siege,2016,9,50,sui,Basic,Grass,0.11,0.18,normal
ex14-5,Dugtrio,Pokémon,Rare Holo,Crystal Guardians,2006,5,70,Tomokazu Komiya,Stage 1,Fighting,12.29,28.68,holofoil
xy6-3,Wurmple,Pokémon,Common,Roaring Skies,2015,3,60,Naoyo Kimura,Basic,Grass,0.14,0.2,normal
bw11-8,Serperior,Pokémon,Rare Holo,Legendary Treasures,2013,8,130,hatachu,Stage 2,Grass,2.03,1.98,holofoil
sm5-8,Grotle,Pokémon,Uncommon,Ultra Prism,2018,8,110,Shigenori Negishi,Stage 1,Grass,0.26,0.25,normal
hgss3-2,Espeon,Pokémon,Rare Holo,HS—Undaunted,2010,2,90,match,Stage 1,Psychic,45.54,49.99,holofoil
sm2-7,Trevenant,Pokémon,Rare,Guardians Rising,2017,7,120,Hiroyuki Yamamoto,Stage 1,Grass,0.27,0.27,normal
swsh3-1,Butterfree V,Pokémon,Rare Holo V,Darkness Ablaze,2020,1,190,Saki Hayashiro,"Basic, V",Grass,1.53,1.6,holofoil
smp-SM01,Rowlet,Pokémon,Promo,SM Black Star Promos,2017,SM01,50,Mitsuhiro Arita,Basic,Grass,1.19,1.16,holofoil
xy0-1,Weedle,Pokémon,,Kalos Starter Set,2013,1,40,Akira Komayama,Basic,Grass,1.28,0.75,normal
sm11-1,Rowlet & Alolan Exeggutor-GX,Pokémon,Rare Holo GX,Unified Minds,2019,1,270,Mitsuhiro Arita,"Basic, TAG TEAM, GX",Grass,15.92,18.28,holofoil
swsh2-1,Caterpie,Pokémon,Common,Rebel Clash,2020,1,50,Uta,Basic,Grass,0.09,0.19,normal
xy12-1,Venusaur-EX,Pokémon,Rare Holo EX,Evolutions,2016,1,180,Eske Yoshinob,"Basic, EX",Grass,4.58,4.75,holofoil
pop9-7,Croagunk,Pokémon,Uncommon,POP Series 9,2009,7,60,Midori Harada,Basic,Psychic,3.86,4.32,normal
xy10-6,Servine,Pokémon,Uncommon,Fates Collide,2016,6,70,Sumiyoshi Kizuki,Stage 1,Grass,0.26,0.28,normal
bw10-9,Virizion-EX,Pokémon,Rare Holo EX,Plasma Blast,2013,9,170,Ryo Ueda,"Basic, EX",Grass,8.01,8.01,holofoil
bw9-6,Treecko,Pokémon,Common,Plasma Freeze,2013,6,60,Naoki Saito,Basic,Grass,0.6,0.5,normal
xy2-10,Maractus,Pokémon,Uncommon,Flashfire,2014,10,90,match,Basic,Grass,0.29,0.25,normal
pl1-11,Manectric,Pokémon,Rare Holo,Platinum,2009,11,90,Kouki Saitou,Stage 1,Lightning,3.84,4.64,holofoil
pl2-4,Floatzel GL,Pokémon,Rare Holo,Rising Rivals,2009,4,80,Midori Harada,"Basic, SP",Water,5.61,7.92,holofoil
sm8-7,Bayleef,Pokémon,Uncommon,Lost Thunder,2018,7,100,Kagemaru Himeno,Stage 1,Grass,0.83,0.83,normal
base3-10,Lapras,Pokémon,Rare Holo,Fossil,1999,10,80,Ken Sugimori,Basic,Water,,,
ex8-8,Gyarados,Pokémon,Rare Holo,Deoxys,2005,8,90,Hisao Nakamura,Stage 1,Water,77.5,225.0,holofoil
pop2-3,Raikou,Pokémon,Rare,POP Series 2,2005,3,70,Kouki Saitou,Basic,Lightning,22.74,25.41,normal
sm11-2,Yanma,Pokémon,Common,Unified Minds,2019,2,70,Eri Yamaki,Basic,Grass,0.11,0.2,normal
xy4-7,Leavanny,Pokémon,Rare,Phantom Forces,2014,7,130,Atsuko Nishida,Stage 2,Grass,0.42,0.43,normal
ex11-10,Marowak δ,Pokémon,Rare Holo,Delta Species,2005,10,80,Hajime Kusajima,Stage 1,"Fighting, Metal",27.86,40.99,holofoil
ecard3-H4,Beedrill,Pokémon,Rare Holo,Skyridge,2003,H4,80,Hikaru Koike,Stage 2,Grass,,,
sm5-9,Torterra,Pokémon,Rare Holo,Ultra Prism,2018,9,180,kawayoo,Stage 2,Grass,1.49,1.6,holofoil
ex4-9,Team Magma's Groudon,Pokémon,Rare Holo,Team Magma vs Team Aqua,2004,9,100,Kazuo Yazawa,Basic,"Fighting, Darkness",133.25,869.9,holofoil
sm75-7,Victini ◇,Pokémon,Rare Prism Star,Dragon Majesty,2018,7,90,Shin Nagasawa,"Basic, Prism Star",Fire,10.57,7.98,holofoil
gym1-7,Lt. Surge's Fearow,Pokémon,Rare Holo,Gym Heroes,2000,7,70,Ken Sugimori,Stage 1,Colorless,,,
sm7-3,Victreebel,Pokémon,Rare Holo,Celestial Storm,2018,3,140,Miki Tanaka,Stage 2,Grass,0.98,0.99,holofoil
ex6-3,Dewgong,Pokémon,Rare Holo,FireRed & LeafGreen,2004,3,80,Toshinao Aoki,Stage 1,Water,19.44,48.51,normal
xy1-8,Volbeat,Pokémon,Uncommon,XY,2014,8,70,Kanako Eo,Basic,Grass,0.29,0.29,normal
bw4-8,Foongus,Pokémon,Common,Next Destinies,2012,8,40,Masakazu Fukuda,Basic,Grass,0.23,0.25,normal
ex2-3,Cradily,Pokémon,Rare Holo,Sandstorm,2003,3,100,Midori Harada,Stage 2,Grass,8.58,16.73,holofoil
bw6-8,Beautifly,Pokémon,Rare,Dragons Exalted,2012,8,120,Akira Komayama,Stage 2,Grass,1.01,1.04,normal
hgss2-7,Politoed,Pokémon,Rare Holo,HS—Unleashed,2010,7,120,Naoyo Kimura,Stage 2,Water,24.55,35.89,holofoil
neo3-7,Ho-oh,Pokémon,Rare Holo,Neo Revelation,2001,7,90,Kimiya Masago,Basic,Fire,,,
ex7-9,Dark Slowking,Pokémon,Rare Holo,Team Rocket Returns,2004,9,80,Kouki Saitou,Stage 1,"Psychic, Darkness",34.0,38.67,normal
pop9-8,Gabite,Pokémon,Uncommon,POP Series 9,2009,8,80,Kagemaru Himeno,Stage 1,Colorless,2.91,3.04,normal
swsh3-2,Butterfree VMAX,Pokémon,Rare Holo VMAX,Darkness Ablaze,2020,2,300,aky CG Works,VMAX,Grass,4.41,4.56,holofoil
col1-8,Hitmontop,Pokémon,Rare Holo,Call of Legends,2011,8,60,Shigenori Negishi,Basic,Fighting,3.16,2.97,holofoil
ex5-2,Claydol,Pokémon,Rare Holo,Hidden Legends,2004,2,80,Kyoko Umemoto,Stage 1,Psychic,13.62,13.61,holofoil
gym2-9,Koga's Beedrill,Pokémon,Rare Holo,Gym Challenge,2000,9,80,Ken Sugimori,Stage 2,Grass,,,
